# STN,YYYYMMDD,DDVEC,FHVEC,   FG,  FHX, FHXH,  FHN, FHNH,  FXX, FXXH,   TG,   TN,  TNH,   TX,  TXH, T10N,T10NH,   SQ,   SP,    Q,   DR,   RH,  RHX, RHXH,   PG,   PX,  PXH,   PN,  PNH,  VVN, VVNH,  VVX, VVXH,   NG,   UG,   UX,  UXH,   UN,  UNH, EV24
380,20180531,190,7,20,40,3,10,1,80,9,214,170,1,274,16,144,6,82,51,2151,6,15,14,6,10143,10153,10,10134,1,   62,   23,   83,   17,5,75,95,7,49,16,40
380,20180601,241,26,28,50,10,10,3,80,14,171,159,15,185,8,156,6,0,0,252,118,258,56,6,10173,10190,23,10150,3,   12,    7,   60,   10,8,96,98,5,94,14,4
380,20180602,231,27,29,50,10,10,1,80,10,172,138,23,203,16,115,24,34,21,1575,0,0,0,1,10190,10198,24,10183,19,   18,    1,   75,   11,6,84,97,1,71,15,27
380,20180603,72,13,20,40,18,10,1,60,14,192,144,3,248,15,118,24,90,55,2362,0,0,0,1,10178,10199,7,10154,24,   50,    3,   80,   16,6,77,95,3,55,16,42
380,20180604,36,37,38,60,17,20,1,90,17,202,138,4,262,13,114,6,118,72,2646,0,0,0,1,10131,10150,1,10112,17,   41,    5,   71,   13,4,75,96,4,54,13,48
380,20180605,39,35,36,50,17,20,23,80,1,167,131,24,200,17,117,24,39,24,1301,0,0,0,1,10136,10145,10,10123,17,   41,    4,   62,    8,5,82,93,1,69,17,22
380,20180606,53,30,31,50,11,10,24,80,11,211,124,4,275,15,115,6,149,91,2891,0,0,0,1,10124,10129,4,10116,17,   23,    4,   81,   15,3,68,97,4,43,15,54
380,20180607,232,20,24,40,2,10,1,70,2,209,166,1,258,12,144,6,44,27,1818,31,8,2,20,10146,10154,11,10129,1,   56,   24,   82,   15,7,77,96,24,62,16,34
380,20180608,359,15,22,40,17,10,2,60,17,195,169,23,235,15,149,24,29,18,1404,16,11,7,2,10142,10152,9,10130,17,   11,    5,   66,   16,7,87,98,2,68,15,25
380,20180609,260,12,20,30,14,10,3,50,12,207,167,3,253,17,161,6,69,42,1984,0,0,0,1,10130,10141,8,10120,16,   15,    1,   66,   19,6,81,98,1,65,16,37
380,20180610,11,24,26,50,24,10,2,80,23,202,167,5,251,16,160,6,47,29,1740,0,0,0,1,10122,10131,23,10111,16,   48,    3,   75,   22,7,79,97,3,58,16,32
380,20180611,41,49,50,70,14,30,18,100,13,185,148,4,234,14,143,6,46,28,1966,0,-1,-1,1,10115,10127,1,10103,15,   56,    4,   80,   16,7,72,91,2,52,14,35
380,20180612,17,36,40,60,2,20,16,80,1,150,116,24,183,17,106,24,8,5,959,22,7,3,10,10132,10156,24,10111,2,   57,    6,   70,   19,8,82,92,24,69,16,16
380,20180613,341,20,27,50,9,10,20,90,9,137,92,23,179,14,64,24,11,7,1464,0,-1,-1,1,10171,10180,21,10157,2,   64,    8,   83,   17,7,76,93,4,54,16,23
380,20180614,212,35,37,60,10,20,1,110,11,157,92,1,218,13,64,6,62,38,1853,19,9,4,15,10158,10173,1,10144,13,   59,   19,   81,   12,8,79,94,20,53,12,31
380,20180615,231,18,21,40,13,10,6,70,12,182,136,24,236,17,108,24,114,69,2582,0,0,0,1,10163,10171,7,10157,16,   50,    3,   81,   17,7,69,96,2,45,16,46
380,20180616,242,27,30,50,15,20,4,90,14,177,126,3,241,14,118,6,62,38,2039,0,0,0,1,10155,10166,24,10142,14,   61,    6,   81,   19,7,70,91,3,55,12,36
380,20180617,234,39,40,60,10,20,22,100,10,159,132,1,180,17,117,6,19,12,1407,0,0,0,1,10186,10204,22,10164,2,   72,    8,   81,   14,8,68,79,1,60,15,24
380,20180618,235,40,42,60,8,20,1,100,8,181,147,24,222,17,134,24,45,27,1369,0,-1,-1,1,10207,10221,22,10198,2,   70,   22,   80,    8,6,73,84,23,65,16,24
380,20180619,232,29,32,50,2,10,20,80,3,179,138,1,214,15,127,6,4,2,854,0,0,0,1,10240,10249,13,10223,1,   62,    8,   75,   12,7,83,90,5,71,15,15
380,20180620,245,26,28,40,9,10,1,80,10,217,164,4,274,16,150,24,130,79,2855,0,0,0,1,10203,10235,1,10173,24,   65,    1,   82,   17,3,68,94,3,44,15,54
380,20180621,291,43,49,70,10,20,1,130,12,150,90,24,190,13,78,24,60,36,2023,0,0,0,1,10211,10263,22,10157,3,   63,    6,   81,   19,4,67,89,5,41,12,33
380,20180622,298,38,42,60,8,20,21,120,9,122,80,3,160,11,57,24,50,30,1439,0,-1,-1,1,10271,10289,22,10256,5,   65,   23,   81,    8,5,71,89,24,53,11,22
380,20180623,274,12,18,30,8,10,5,60,12,134,73,3,184,17,49,6,29,18,1183,0,-1,-1,1,10269,10287,5,10241,24,   62,    2,   80,   14,7,75,93,3,58,17,19
380,20180624,340,23,25,40,15,10,2,70,15,150,97,4,195,13,75,6,27,16,1634,0,-1,-1,1,10234,10241,9,10227,19,   50,    7,   82,   18,8,74,95,4,48,14,27
380,20180625,352,26,27,40,22,20,2,70,22,170,127,24,228,16,111,24,69,42,1826,0,-1,-1,1,10246,10256,10,10233,1,   50,    3,   83,   21,5,72,96,4,44,16,31
380,20180626,30,26,30,50,16,20,1,90,16,162,104,5,226,17,90,6,107,65,2707,0,0,0,1,10250,10260,8,10241,17,   56,    5,   77,   19,5,72,97,4,47,13,46
380,20180627,48,40,40,70,17,20,3,110,17,194,108,4,273,16,93,6,148,90,2935,0,0,0,1,10234,10252,7,10218,16,   56,    3,   83,   20,3,62,94,4,32,14,53
380,20180628,47,44,45,60,10,20,1,110,14,216,126,4,278,14,109,6,152,92,2918,0,0,0,1,10213,10232,5,10190,18,   70,    3,   83,   21,1,51,81,3,31,13,55
380,20180629,35,48,49,60,10,40,1,110,11,223,154,3,288,14,144,6,153,93,2977,0,0,0,1,10177,10200,1,10155,19,   75,    3,   83,   20,0,53,76,24,33,13,56
380,20180630,53,42,44,60,17,30,4,100,17,225,145,4,293,14,134,6,152,92,2903,0,0,0,1,10142,10160,1,10125,17,   64,    6,   83,   21,0,54,86,4,32,24,55
380,20180701,86,57,57,80,10,30,21,110,9,221,169,4,276,16,160,6,152,92,3117,0,0,0,1,10146,10157,10,10138,1,   73,   21,   83,    1,0,33,43,5,22,14,59
380,20180702,65,46,48,60,10,40,2,100,11,215,140,4,281,16,121,6,152,92,3100,0,0,0,1,10150,10164,24,10143,16,   69,   20,   83,    1,0,37,53,4,23,14,58
380,20180703,46,20,24,40,2,10,15,70,20,224,121,4,297,14,108,6,108,66,2597,0,-1,-1,1,10156,10168,6,10143,18,   67,   20,   83,    1,4,42,64,4,23,14,49
380,20180704,250,9,20,30,1,0,21,80,23,225,161,3,283,18,119,6,63,38,1849,4,33,33,23,10136,10144,1,10123,18,   65,   24,   83,    1,8,62,92,24,44,17,35
380,20180705,326,20,24,40,15,10,2,80,20,212,158,24,274,15,143,6,84,51,2221,0,0,0,1,10142,10175,24,10130,3,   61,    3,   83,   21,6,65,97,2,41,14,41
380,20180706,347,17,19,30,11,10,2,70,15,206,140,3,263,13,116,6,89,54,2363,0,0,0,1,10203,10221,24,10179,1,   60,    6,   81,   18,6,65,92,4,43,16,43
380,20180707,9,29,32,50,14,10,5,100,14,210,144,4,269,13,122,6,117,72,2621,0,0,0,1,10232,10239,9,10220,1,   75,    1,   83,   19,6,53,77,4,33,12,49
380,20180708,16,37,39,50,1,10,3,110,13,195,125,4,258,16,98,6,142,87,2921,0,0,0,1,10242,10252,8,10231,18,   71,    6,   83,   20,0,55,79,4,39,15,53
380,20180709,349,33,35,50,18,10,4,110,24,192,126,4,251,14,87,6,96,59,2160,0,0,0,1,10227,10245,5,10209,18,   65,    4,   82,   15,6,67,91,4,44,12,39
380,20180710,294,36,39,50,1,20,22,100,1,152,123,24,180,10,104,24,18,11,886,0,-1,-1,1,10186,10207,1,10166,19,   63,   16,   81,   11,7,75,89,16,61,10,15
380,20180711,329,31,33,50,15,10,8,90,15,178,100,4,237,15,71,6,85,52,2065,0,-1,-1,1,10179,10188,7,10171,15,   69,    5,   80,    9,4,65,90,4,39,12,36
380,20180712,341,26,28,40,18,20,1,80,18,203,156,6,269,16,152,24,88,54,2248,0,0,0,1,10188,10203,24,10178,16,   58,    5,   81,   17,4,66,91,5,38,16,41
380,20180713,351,19,21,30,9,10,3,60,14,205,131,4,271,15,94,6,121,75,2636,0,0,0,1,10203,10212,7,10191,18,   59,    5,   82,   19,3,62,95,4,37,13,48
380,20180714,14,23,28,50,20,10,6,70,15,210,136,4,276,15,117,6,145,90,2757,0,0,0,1,10191,10208,8,10175,18,   62,    5,   83,   20,0,59,91,4,36,16,51
380,20180715,57,29,30,40,11,20,4,90,15,225,134,4,294,16,109,6,150,93,2842,0,0,0,1,10158,10179,1,10137,18,   75,    2,   83,   19,0,46,76,3,27,18,54
380,20180716,17,15,23,40,17,0,4,80,12,236,147,4,302,15,86,6,140,87,2786,0,-1,-1,1,10129,10144,1,10113,17,   76,    7,   83,    1,4,42,67,4,22,15,54
380,20180717,266,29,35,50,11,10,23,100,16,218,145,24,280,13,88,24,116,72,2523,0,-1,-1,1,10155,10185,24,10133,1,   73,    5,   83,   20,4,54,77,3,37,17,47
380,20180718,285,9,23,40,12,10,1,80,11,205,116,5,272,15,67,6,133,83,2657,0,0,0,1,10183,10191,7,10172,18,   70,    4,   83,   20,3,53,84,4,31,15,49
380,20180719,327,12,23,40,21,10,2,70,21,214,132,5,284,15,103,6,126,79,2450,0,0,0,1,10174,10188,8,10157,18,   69,    5,   83,   22,3,54,88,4,31,15,46
380,20180720,346,17,20,40,19,0,2,70,18,217,135,4,287,14,92,6,83,52,2207,0,0,0,1,10132,10159,1,10112,24,   64,    7,   83,   23,7,51,83,5,26,15,41
380,20180721,307,20,24,50,21,10,1,80,17,223,160,4,292,14,138,6,78,49,2142,0,0,0,1,10117,10139,24,10107,3,   70,    8,   82,   20,5,55,79,4,36,13,41
380,20180722,308,13,20,30,15,10,1,70,19,216,139,4,282,17,117,6,89,56,2049,0,0,0,1,10153,10171,24,10141,1,   71,    6,   83,   20,5,55,80,5,35,12,38
380,20180723,217,11,16,30,7,0,1,60,11,235,167,2,295,15,124,6,47,30,1872,0,0,0,1,10167,10176,8,10158,24,   68,    9,   81,   13,5,59,79,2,42,14,36
380,20180724,24,9,20,60,24,10,1,90,23,261,170,5,327,15,133,6,116,74,2427,0,0,0,1,10140,10157,1,10123,18,   70,    4,   81,   17,2,52,83,4,31,14,49
380,20180725,21,23,30,50,12,20,3,80,1,268,196,5,341,15,171,6,79,50,2092,0,-1,-1,1,10147,10159,8,10134,17,   70,    2,   82,   22,4,51,72,3,30,14,42
380,20180726,83,19,23,50,15,10,8,90,14,280,194,5,367,14,183,6,102,65,2256,0,-1,-1,1,10135,10145,1,10122,18,   66,    4,   83,   19,5,51,80,4,25,12,46
380,20180727,98,26,31,40,2,10,5,100,13,298,232,4,363,16,212,6,128,82,2589,0,0,0,1,10098,10125,1,10067,22,   74,    9,   83,    4,4,33,55,24,17,13,54
380,20180728,259,25,37,70,15,10,1,120,15,226,169,24,281,15,135,24,75,48,1852,6,6,4,5,10095,10143,24,10059,4,   66,    5,   83,   22,6,58,85,5,41,18,35
380,20180729,190,34,43,70,13,10,21,120,13,237,167,1,304,16,148,6,51,33,1895,0,0,0,1,10126,10143,1,10110,15,   75,    6,   83,   18,8,44,62,24,27,12,37
380,20180730,215,21,31,50,12,10,1,100,12,258,192,5,327,15,155,6,107,69,2341,0,0,0,1,10145,10156,22,10137,15,   75,   22,   83,   21,6,51,79,23,31,15,47
380,20180731,261,17,34,60,11,10,1,120,11,242,185,3,297,13,158,6,114,74,2338,0,0,0,1,10171,10203,23,10149,3,   70,    1,   82,   11,6,56,88,3,33,14,46
380,20180801,41,30,32,50,9,20,4,80,9,236,162,5,300,17,135,6,72,47,1856,0,0,0,1,10203,10212,10,10191,17,   74,   11,   83,   23,4,53,76,4,36,16,36
380,20180802,348,13,25,40,21,10,3,70,20,247,160,5,322,15,134,6,122,80,2454,0,0,0,1,10220,10228,23,10209,1,   61,    3,   81,   19,2,54,86,5,29,15,48
380,20180803,2,23,26,50,21,10,1,80,20,267,176,4,343,15,141,6,139,91,2498,0,0,0,1,10203,10223,1,10181,17,   66,    6,   83,   22,0,48,82,4,26,15,50
380,20180804,353,33,34,70,19,10,3,110,19,251,189,4,326,15,165,6,108,71,2397,0,0,0,1,10195,10220,24,10183,3,   70,    9,   82,    1,5,56,81,24,31,12,47
380,20180805,31,33,35,50,16,20,4,80,14,220,174,4,281,15,140,24,101,67,2340,0,0,0,1,10215,10232,7,10196,24,   59,    5,   83,   19,4,60,91,4,35,15,44
380,20180806,39,7,18,30,1,10,6,70,20,257,156,4,340,16,113,6,139,92,2552,0,0,0,1,10146,10189,1,10114,24,   75,    3,   82,   18,1,44,74,4,24,15,51
380,20180807,214,12,25,50,22,10,1,100,20,276,164,3,358,16,128,6,119,79,2388,0,0,0,1,10085,10109,1,10054,23,   62,   24,   82,   20,3,40,78,3,18,15,49
380,20180808,229,33,46,70,5,10,21,140,14,208,155,24,247,1,120,24,59,39,1604,25,83,69,4,10124,10158,21,10061,2,   58,    1,   83,   20,6,69,88,4,49,17,30
380,20180809,199,15,53,90,20,20,1,220,17,185,143,24,238,15,125,6,29,19,957,18,207,110,9,10119,10187,24,10077,16,   48,   13,   80,    7,7,79,93,13,66,7,17
380,20180810,218,54,56,70,9,40,2,130,13,182,127,4,234,16,122,6,112,75,2151,0,0,0,1,10210,10225,9,10195,1,   65,    3,   83,   19,5,58,91,3,36,14,38
380,20180811,257,25,30,50,1,0,21,110,1,171,121,3,225,14,98,24,128,86,2410,10,15,14,1,10223,10236,8,10205,24,   62,    1,   83,   19,6,63,93,3,37,16,42
380,20180812,183,30,33,50,9,10,1,90,12,209,122,1,281,16,101,6,110,74,2342,0,0,0,1,10139,10200,1,10074,24,   73,   10,   83,   18,7,47,72,1,30,16,43
380,20180813,216,36,41,60,10,20,1,120,13,181,164,24,221,13,159,24,43,29,1118,50,126,34,13,10077,10108,24,10060,5,   61,   13,   83,    1,7,83,92,5,52,1,20
380,20180814,251,28,32,40,1,10,22,100,13,182,154,23,220,12,143,24,11,7,745,7,3,1,8,10155,10192,23,10110,1,   56,    6,   75,   19,8,83,94,6,73,16,13
380,20180815,219,31,33,50,6,10,20,90,14,183,145,4,230,13,136,24,27,18,1144,0,0,0,1,10194,10204,10,10186,4,   66,    9,   80,   15,5,80,90,3,62,16,20
380,20180816,225,8,25,40,10,10,17,80,6,202,131,4,271,15,123,6,89,61,1924,0,0,0,1,10158,10184,1,10133,18,   60,   24,   80,   17,6,72,95,4,47,16,35
380,20180817,341,23,23,40,1,0,24,80,1,180,140,24,231,16,111,24,53,37,1474,31,95,67,5,10188,10219,24,10151,1,   57,    4,   80,   14,7,76,97,5,42,15,26
380,20180818,232,23,27,40,10,10,1,80,11,178,112,5,237,16,102,6,124,86,2302,0,0,0,1,10226,10232,9,10218,15,   65,    3,   81,    9,5,71,96,4,44,13,40
380,20180819,229,34,38,50,9,20,20,110,12,198,139,4,253,15,132,6,95,66,2011,0,0,0,1,10206,10226,1,10186,17,   65,    3,   80,   16,3,72,92,4,52,15,36
380,20180820,263,15,23,30,1,10,18,70,1,202,181,3,232,14,178,6,0,0,736,0,-1,-1,1,10200,10209,23,10187,3,   50,    9,   78,   17,8,82,94,9,69,15,13
380,20180821,60,9,14,30,18,0,1,60,10,215,180,24,266,16,155,24,73,51,1780,0,-1,-1,1,10197,10212,8,10183,17,   59,    7,   80,   17,5,73,94,6,52,15,33
380,20180822,255,17,23,30,4,0,24,70,13,210,159,4,272,15,135,24,110,77,2012,0,0,0,1,10169,10181,1,10154,17,   38,    8,   79,   18,4,76,96,5,50,16,37
380,20180823,246,30,34,50,11,10,1,100,23,194,144,4,234,14,112,6,101,71,2080,4,6,6,23,10131,10156,1,10113,17,   34,    5,   83,   17,3,80,98,2,60,17,37
380,20180824,248,41,43,50,6,30,18,110,13,165,141,22,202,14,133,24,34,24,1424,1,1,1,7,10125,10138,10,10107,24,   66,    4,   83,   18,8,64,90,2,43,13,24
380,20180825,255,33,39,50,1,10,21,110,14,130,88,23,176,13,77,24,61,44,1277,23,54,21,14,10131,10171,23,10092,3,   57,    2,   83,   16,6,77,95,3,57,13,20
380,20180826,195,43,44,60,15,30,4,110,16,147,79,4,201,14,72,6,72,52,1713,23,19,8,23,10148,10181,8,10094,24,   65,    1,   83,   16,7,65,94,4,39,15,28
380,20180827,232,45,50,70,2,20,19,130,11,169,132,2,213,12,128,6,22,16,1088,21,15,8,2,10131,10189,24,10084,4,   56,    3,   80,   10,7,75,94,3,55,11,19
380,20180828,147,9,20,30,4,10,13,60,9,173,124,6,232,15,94,24,69,50,1484,0,0,0,1,10181,10206,8,10147,24,   70,    2,   81,    9,4,69,90,5,48,16,26
380,20180829,256,9,24,60,20,10,1,100,19,179,126,1,230,10,89,6,32,23,901,15,6,2,15,10133,10179,24,10109,12,   50,   21,   78,    8,8,78,94,21,60,10,16
380,20180830,319,25,27,50,11,10,3,80,11,159,117,23,201,15,84,24,77,56,1521,0,-1,-1,1,10214,10231,22,10184,1,   33,    5,   82,   17,7,72,95,2,44,16,26
380,20180831,25,27,27,40,12,10,1,80,14,145,98,5,197,13,68,24,85,62,1830,0,0,0,1,10233,10247,22,10223,3,   65,    4,   83,   19,6,69,97,6,43,13,30
380,20180901,45,23,25,50,17,0,7,80,13,143,74,6,215,13,33,6,121,89,1971,0,0,0,1,10263,10272,9,10247,1,   65,    2,   83,   18,0,65,95,5,37,13,32
380,20180902,54,33,34,50,11,10,2,100,12,172,78,6,245,14,45,6,118,87,1961,0,0,0,1,10234,10264,1,10200,24,   61,    6,   83,   18,3,62,92,5,39,13,34
380,20180903,357,15,20,30,11,10,8,60,7,183,149,2,209,14,122,6,5,4,935,0,-1,-1,1,10178,10195,3,10164,24,   57,   24,   80,    1,8,76,91,24,64,11,17
380,20180904,50,13,18,40,19,10,1,70,19,206,173,5,259,17,169,24,63,47,1471,0,-1,-1,1,10165,10172,9,10158,16,    9,    5,   73,   20,7,76,98,5,51,16,27
380,20180905,325,8,20,40,20,0,4,70,20,200,159,3,263,14,125,6,45,34,1469,43,57,23,17,10162,10177,8,10145,24,   34,   21,   69,    1,7,80,97,21,55,15,27
380,20180906,283,13,17,30,15,10,1,80,15,170,140,23,213,14,128,24,22,17,738,5,4,2,15,10130,10140,1,10117,16,    1,    7,   70,   18,7,91,99,6,75,14,13
380,20180907,240,31,35,50,6,20,1,90,7,141,91,24,192,14,76,24,62,47,1268,11,10,5,7,10152,10192,24,10119,5,   38,    7,   83,   18,4,74,96,7,45,13,21
380,20180908,211,32,35,60,10,0,21,110,11,145,88,5,201,13,77,6,65,49,1510,0,0,0,1,10200,10207,9,10193,1,   70,    1,   83,   16,6,70,86,5,49,14,25
380,20180909,194,29,31,50,12,10,18,90,11,185,131,3,252,15,124,6,58,44,1547,0,0,0,1,10203,10214,9,10196,24,   75,    1,   83,   15,7,60,80,4,41,14,27
380,20180910,237,28,30,40,14,20,6,80,15,181,138,3,231,13,130,6,51,39,1340,0,0,0,1,10222,10232,21,10203,1,   62,    7,   83,   19,8,69,85,7,49,15,24
380,20180911,230,50,51,80,10,20,21,130,10,202,145,6,268,16,139,6,111,86,1845,0,0,0,1,10219,10230,9,10204,17,   75,    1,   83,   18,5,61,80,5,37,16,34
380,20180912,331,3,40,60,16,30,1,90,14,167,139,24,231,12,133,6,58,45,1235,8,1,1,24,10211,10224,21,10198,4,   61,   24,   80,   13,5,81,92,24,60,12,21
380,20180913,19,25,27,40,1,10,19,70,1,143,103,24,184,16,64,24,20,16,624,21,12,6,10,10213,10221,10,10205,17,   23,    6,   81,   17,7,83,97,6,61,16,10
380,20180914,245,21,25,40,11,10,1,80,13,142,68,6,206,14,23,6,109,85,1765,0,0,0,1,10213,10223,24,10203,14,   50,    5,   82,   18,3,69,98,5,41,13,29
380,20180915,228,21,28,40,3,0,18,80,10,149,101,6,210,13,62,24,87,68,1508,0,0,0,1,10243,10254,20,10222,2,   65,    5,   82,   17,7,72,92,5,48,12,25
380,20180916,190,16,21,40,10,0,20,80,11,166,91,6,236,14,51,6,89,70,1570,0,0,0,1,10216,10243,1,10195,16,   70,    1,   83,   17,6,63,87,1,36,13,27
380,20180917,185,22,27,40,11,10,17,80,10,187,101,4,269,16,84,6,113,90,1666,0,0,0,1,10177,10205,7,10133,24,   70,    1,   83,   19,8,54,86,4,26,15,30
380,20180918,219,37,43,70,10,10,22,130,12,227,148,24,300,13,105,24,115,92,1675,0,0,0,1,10133,10170,23,10114,5,   70,   23,   83,    1,2,52,87,24,30,12,32
380,20180919,217,40,45,90,11,10,1,140,11,206,139,2,274,15,95,6,108,87,1525,0,0,0,1,10173,10188,22,10162,15,   67,    4,   81,   15,5,65,87,5,41,14,28
380,20180920,203,48,50,70,11,20,1,120,11,204,152,4,258,14,135,6,91,73,1492,0,0,0,1,10148,10179,2,10084,24,   70,    3,   82,   18,8,61,79,4,42,15,27
380,20180921,228,65,68,100,6,50,2,180,6,159,114,24,207,6,106,24,38,31,807,17,46,28,8,10104,10190,24,10038,5,   50,    8,   82,    4,5,63,94,8,40,16,14
380,20180922,216,33,38,60,9,20,18,100,13,116,100,6,159,10,95,6,17,14,665,107,55,8,23,10197,10213,8,10157,24,   50,   23,   79,   10,8,84,98,23,63,11,10
380,20180923,5,22,36,70,13,20,8,130,13,104,79,24,125,10,72,24,0,0,265,131,204,53,12,10150,10274,24,10079,11,   39,    8,   65,   14,8,96,98,3,92,16,4
380,20180924,269,19,26,50,12,10,22,90,13,91,49,24,150,13,21,24,55,45,1037,8,10,6,7,10345,10382,23,10286,1,   56,    1,   82,   17,3,83,97,5,61,17,15
380,20180925,122,10,21,30,5,10,9,60,14,91,32,5,150,15,16,6,99,82,1391,0,0,0,1,10382,10402,9,10356,23,   58,    5,   82,   15,3,75,97,3,51,14,20
380,20180926,207,16,20,30,8,10,1,50,8,114,38,6,192,14,16,6,90,75,1541,0,0,0,1,10337,10358,1,10319,24,   70,    1,   83,   17,4,63,90,4,34,15,23
380,20180927,209,21,25,40,15,10,8,80,9,143,56,5,229,15,26,6,110,92,1589,0,0,0,1,10266,10317,1,10226,24,   70,    5,   82,   18,0,63,85,24,41,14,26
380,20180928,25,23,38,60,10,10,7,100,10,103,47,24,144,16,31,24,9,8,350,15,6,4,9,10266,10306,24,10222,2,   10,    8,   80,   15,5,81,97,8,57,15,5
380,20180929,73,28,30,60,11,10,23,90,11,86,22,6,153,14,3,6,108,91,1541,0,0,0,1,10272,10306,6,10220,24,   63,    6,   82,   17,6,71,95,4,39,15,22
380,20180930,234,15,20,30,4,0,1,60,8,102,25,5,170,14,-3,6,95,81,1495,0,-1,-1,1,10178,10215,1,10158,16,   64,   24,   81,   15,3,70,91,24,36,15,22
380,20181001,296,29,34,70,15,10,1,140,12,95,55,23,135,11,49,24,56,48,941,14,22,11,12,10206,10242,20,10161,1,   62,    3,   82,   11,7,82,95,1,56,15,14
380,20181002,227,48,49,80,8,30,1,130,8,109,67,1,143,16,65,6,12,10,314,38,18,7,10,10197,10228,1,10181,13,   24,   11,   75,    4,7,88,98,13,72,5,5
380,20181003,264,22,27,40,1,10,18,80,10,120,72,23,165,15,52,24,72,62,1021,0,0,0,1,10258,10283,20,10209,1,   63,    1,   73,   14,5,78,96,6,55,15,16
380,20181004,179,21,25,40,2,10,16,80,9,125,88,24,179,15,41,24,44,38,838,0,0,0,1,10261,10283,1,10228,24,   64,    1,   80,   15,5,80,93,23,61,13,13
380,20181005,155,8,14,30,20,10,1,90,14,146,67,5,229,15,25,6,105,92,1361,0,0,0,1,10174,10226,1,10129,24,   65,    1,   79,   15,2,73,97,2,46,14,22
380,20181006,206,21,32,60,14,10,18,110,14,172,104,7,247,14,82,6,101,89,1309,6,6,6,24,10090,10125,1,10065,15,   35,   24,   82,   18,3,68,94,24,44,15,23
380,20181007,30,44,46,70,3,0,23,120,8,113,60,24,152,15,16,24,58,51,974,10,16,16,1,10188,10224,24,10115,1,   22,    2,   83,   16,7,79,97,5,56,14,15
380,20181008,204,13,16,30,6,0,21,60,6,97,34,6,168,15,8,6,99,88,1245,0,0,0,1,10224,10234,10,10213,16,   45,    5,   81,   16,7,79,98,5,52,15,18
380,20181009,143,10,17,20,1,10,2,60,9,130,55,5,204,15,10,6,80,72,1144,0,0,0,1,10213,10227,9,10202,24,   26,   19,   73,   13,7,81,97,5,56,12,18
380,20181010,92,29,30,60,12,10,3,100,13,159,86,6,228,13,41,6,101,91,1256,0,0,0,1,10154,10200,1,10114,24,   45,    2,   82,   17,0,76,98,3,51,14,21
380,20181011,164,31,34,60,23,20,2,100,15,186,121,3,245,15,71,6,57,52,870,0,0,0,1,10119,10139,24,10107,14,   66,    2,   83,   17,5,66,89,3,47,13,15
380,20181012,182,38,39,70,13,20,6,120,14,199,145,6,249,14,120,12,70,64,1013,0,-1,-1,1,10185,10203,21,10146,1,   70,    6,   82,   12,7,67,83,6,53,14,18
380,20181013,166,33,36,60,14,20,20,110,13,209,162,22,273,13,122,24,98,90,1150,0,0,0,1,10167,10201,3,10124,24,   75,    3,   83,   17,5,59,74,6,40,13,21
380,20181014,169,41,43,90,13,20,17,160,13,201,163,7,257,15,139,24,77,71,1043,0,0,0,1,10091,10119,1,10073,15,   78,   13,   83,    1,7,51,67,2,32,12,19
380,20181015,190,29,30,50,1,10,17,80,1,186,117,24,246,14,57,24,77,71,999,0,-1,-1,1,10127,10163,24,10094,3,   75,   19,   83,    1,4,55,80,23,39,14,18
380,20181016,134,14,18,30,14,0,7,100,20,170,90,7,251,12,57,6,74,69,947,0,0,0,1,10182,10191,20,10167,1,   69,    8,   81,   20,7,61,85,7,40,12,16
380,20181017,284,7,22,30,2,10,11,70,6,150,105,7,209,14,89,12,74,69,944,0,0,0,1,10195,10216,24,10181,2,   44,   24,   75,    1,7,77,96,24,58,13,16
380,20181018,32,39,41,60,10,20,1,90,12,135,108,24,182,14,100,24,40,38,639,0,0,0,1,10235,10245,20,10217,1,   50,    1,   80,   13,6,85,94,1,66,13,10
380,20181019,34,25,28,40,14,20,17,70,15,123,79,24,166,15,53,24,58,55,796,0,0,0,1,10250,10274,24,10237,14,   57,    1,   70,   14,6,81,89,3,64,14,12
380,20181020,26,5,13,20,2,10,1,50,14,82,33,7,141,15,-3,24,70,67,873,0,0,0,1,10307,10322,10,10278,1,    1,    5,   71,   16,5,86,98,5,61,15,12
380,20181021,108,2,11,20,10,0,16,70,19,98,31,6,172,15,-8,6,93,89,1015,0,0,0,1,10284,10305,1,10266,16,   50,    3,   78,   15,4,77,97,1,46,15,15
380,20181022,5,16,33,70,9,10,7,120,9,99,34,24,150,14,10,24,27,26,469,20,15,9,8,10315,10344,19,10271,1,   16,    8,   81,   13,5,82,98,8,58,14,7
380,20181023,240,47,51,70,12,30,1,120,12,100,33,1,141,14,19,6,31,30,589,0,0,0,1,10269,10328,1,10243,24,   59,    3,   72,   14,8,79,96,1,65,13,9
380,20181024,273,32,34,50,5,20,19,90,2,133,118,2,153,13,117,6,0,0,236,24,10,2,6,10248,10258,11,10235,24,   23,    6,   75,   13,8,91,98,20,80,13,4
380,20181025,247,28,29,40,3,20,17,70,4,117,101,24,126,12,100,24,2,2,335,5,1,1,1,10195,10227,1,10153,24,   15,    1,   69,   15,8,81,98,1,71,14,5
380,20181026,235,40,42,60,10,30,1,100,10,89,52,24,111,13,46,24,5,5,238,23,43,30,18,10092,10148,1,10063,16,   50,    6,   75,   13,8,83,95,19,71,13,3
